AT1G02228	AT1TE01405
AT4G13258	AT4TE33735
AT4G13259	AT4TE33740
AT4G13264	NA
AT4G13455	AT4TE34305
AT4G13470	AT4TE34340
AT4G14460	AT4TE36845
AT4G14470	AT4TE36905
AT4G15590	AT4TE39815
AT4G15860	AT4TE40360
AT4G16010	AT4TE40685
AT4G16020	AT4TE40695
AT4G16870	AT4TE42860
AT4G16910	AT4TE42950
AT4G16935	AT4TE43050
AT4G17005	AT4TE43250
AT4G17450	AT4TE44080
AT4G17587	NA
AT4G17820	AT4TE44990
AT4G18410	AT4TE46305
AT4G18420	AT4TE46310
AT4G19280	NA
AT4G19290	AT4TE48215
AT4G19300	AT4TE48215
AT4G19305	AT4TE48225
AT4G19310	AT4TE48230
AT4G19320	AT4TE48230
AT4G19780	AT4TE49270
AT4G19790	AT4TE49275
AT4G20180	AT4TE49990
AT4G20365	AT4TE50435
AT4G20490	AT4TE50640
AT4G20500	AT4TE50650
AT4G20510	NA
AT4G20715	NA
AT4G20725	AT4TE50995
AT4G20730	AT4TE51005
AT4G21360	AT4TE52315
AT4G21363	AT4TE52390
AT4G21420	AT4TE52540
AT4G22040	AT4TE53965
AT4G22065	AT4TE54020
AT4G22415	NA
AT4G22450	AT4TE54750
AT4G26360	NA
AT4G27200	AT4TE64180
AT4G27210	AT4TE64180
AT4G27597	AT4TE64940
AT4G28900	AT4TE67490
AT4G28960	AT4TE67560
AT4G28970	AT4TE67560
AT4G32205	AT4TE74230
AT4G32215	NA
AT4G32220	NA
AT4G35400	AT4TE80960
AT4G37570	AT4TE85270
AT4G37620	AT4TE85370
AT4G37705	AT4TE85580
AT5G01185	AT5TE00230
AT5G01335	AT5TE00480
AT5G03950	AT5TE03885
AT5G04235	NA
AT5G04650	NA
AT5G06805	NA
AT5G07215	AT5TE08220
AT5G07505	AT5TE08630
AT5G07685	AT5TE08870
AT5G10670	AT5TE12250
AT5G10850	AT5TE12450
AT5G12085	AT5TE14165
AT5G13205	AT5TE15240
AT5G13475	NA
AT5G13485	NA
AT5G13655	AT5TE15930
AT5G14810	AT5TE17325
AT5G14830	NA
AT5G15990	AT5TE18885
AT5G15995	NA
AT5G16505	AT5TE19520
AT5G17125	AT5TE20395
AT5G17725	NA
AT5G18633	AT5TE22500
AT5G19015	AT5TE22990
AT5G19097	AT5TE23185
AT5G19165	AT5TE23285
AT5G20750	NA
AT5G20760	AT5TE25460
AT5G20770	AT5TE25460
AT5G20780	NA
AT5G20800	AT5TE25480
AT5G20880	AT5TE25615
AT5G21535	AT5TE26165
AT5G23955	NA
AT5G24775	NA
AT5G24915	AT5TE31020
AT5G25045	AT5TE31200
AT5G25205	NA
AT5G25305	NA
AT5G25615	AT5TE32355
AT5G25955	AT5TE32785
AT5G26020	AT5TE32880
AT5G26233	AT5TE33225
AT5G26236	AT5TE33235
AT5G26283	AT5TE33315
AT5G26345	AT5TE33455
AT5G26350	AT5TE33455
AT5G26582	AT5TE34080
AT5G26590	AT5TE34040
AT5G26618	AT5TE33540
AT5G26642	AT5TE33545
AT5G26775	NA
AT5G27035	AT5TE34565
AT5G27160	AT5TE34730
AT5G27180	AT5TE34730
AT5G27190	AT5TE34730
AT5G27250	AT5TE34840
AT5G27345	AT5TE34980
AT5G27480	AT5TE35185
AT5G27500	NA
AT5G27505	AT5TE35265
AT5G27590	AT5TE35360
AT5G27603	AT5TE35415
AT5G27705	AT5TE35705
AT5G27845	NA
AT5G27882	NA
AT5G27885	AT5TE36040
AT5G27895	NA
AT5G27900	NA
AT5G27902	NA
AT5G27905	NA
AT5G27925	AT5TE36230
AT5G27927	AT5TE36235
AT5G27947	NA
AT5G27965	NA
AT5G28053	AT5TE36620
AT5G28056	NA
AT5G28065	AT5TE36720
AT5G28067	AT5TE36755
AT5G28073	AT5TE36765
AT5G28076	NA
AT5G28085	NA
AT5G28100	AT5TE36825
AT5G28110	AT5TE36830
AT5G28120	AT5TE36830
AT5G28130	NA
AT5G28140	NA
AT5G28141	AT5TE36855
AT5G28145	AT5TE36920
AT5G28165	AT5TE36940
AT5G28170	AT5TE36975
AT5G28173	AT5TE36975
AT5G28176	AT5TE36975
AT5G28200	AT5TE37085
AT5G28225	AT5TE37140
AT5G28232	NA
AT5G28240	NA
AT5G28250	NA
AT5G28253	NA
AT5G28260	AT5TE37335
AT5G28263	NA
AT5G28266	AT5TE37350
AT5G28270	AT5TE37350
AT5G28285	NA
AT5G28335	NA
AT5G28405	AT5TE37800
AT5G28415	AT5TE37815
AT5G28430	AT5TE37825
AT5G28440	NA
AT5G28464	NA
AT5G28466	AT5TE37975
AT5G28468	AT5TE37985
AT5G28480	AT5TE38070
AT5G28482	AT5TE38070
AT5G28484	AT5TE38070
AT5G28487	AT5TE38070
AT5G28495	AT5TE38130
AT5G28515	NA
AT5G28523	NA
AT5G28524	NA
AT5G28526	AT5TE38340
AT5G28535	NA
AT5G28545	AT5TE38495
AT5G28570	AT5TE38615
AT5G28580	AT5TE38615
AT5G28593	AT5TE38635
AT5G28596	AT5TE38650
AT5G28600	AT5TE38675
AT5G28605	AT5TE38675
AT5G28622	NA
AT5G28623	AT5TE38710
AT5G28624	AT5TE38710
AT5G28626	AT5TE38720
AT5G28627	AT5TE38730
AT5G28635	AT5TE38745
AT5G28637	AT5TE38760
AT5G28641	NA
AT5G28643	AT5TE38830
AT5G28644	AT5TE38835
AT5G28655	AT5TE38875
AT5G28662	AT5TE38905
AT5G28664	NA
AT5G28670	AT5TE38935
AT5G28671	AT5TE38945
AT5G28672	AT5TE38955
AT5G28673	AT5TE38990
AT5G28675	AT5TE38995
AT5G28692	NA
AT5G28696	NA
AT5G28698	NA
AT5G28700	AT5TE39140
AT5G28710	AT5TE39140
AT5G28712	NA
AT5G28715	AT5TE39170
AT5G28760	AT5TE39230
AT5G28765	AT5TE39245
AT5G28773	AT5TE39275
AT5G28776	AT5TE39295
AT5G28785	AT5TE39315
AT5G28790	AT5TE39315
AT5G28826	AT5TE39425
AT5G28845	AT5TE39485
AT5G28860	AT5TE39535
AT5G28865	NA
AT5G28870	AT5TE39550
AT5G28880	NA
AT5G28886	NA
AT5G28888	AT5TE39630
AT5G28890	AT5TE39640
AT5G28892	NA
AT5G28894	AT5TE39685
AT5G28913	AT5TE39795
AT5G28916	AT5TE39800
AT5G28923	AT5TE39830
AT5G28926	AT5TE39830
AT5G28927	NA
AT5G28928	AT5TE39865
AT5G28929	NA
AT5G28930	NA
AT5G28935	NA
AT5G28937	AT5TE39940
AT5G28940	AT5TE39955
AT5G28970	AT5TE40000
AT5G28980	AT5TE40000
AT5G28990	AT5TE40000
AT5G28993	AT5TE40000
AT5G29015	NA
AT5G29020	AT5TE40100
AT5G29022	AT5TE40100
AT5G29024	AT5TE40120
AT5G29026	NA
AT5G29028	NA
AT5G29029	AT5TE40140
AT5G29031	AT5TE40155
AT5G29032	NA
AT5G29033	AT5TE40165
AT5G29034	NA
AT5G29035	AT5TE40175
AT5G29036	AT5TE40180
AT5G29037	NA
AT5G29041	AT5TE40260
AT5G29043	NA
AT5G29046	AT5TE40275
AT5G29053	AT5TE40280
AT5G29056	AT5TE40295
AT5G29058	AT5TE40295
AT5G29060	AT5TE40320
AT5G29075	NA
AT5G29090	NA
AT5G29100	NA
AT5G29295	AT5TE40400
AT5G29337	AT5TE40410
AT5G29380	AT5TE40420
AT5G29408	AT5TE40425
AT5G29436	AT5TE40435
AT5G29465	AT5TE40455
AT5G29550	AT5TE40465
AT5G29562	NA
AT5G29565	AT5TE40560
AT5G29568	NA
AT5G29571	AT5TE40575
AT5G29574	AT5TE40580
AT5G29577	AT5TE40660
AT5G29580	AT5TE40830
AT5G29591	AT5TE40835
AT5G29602	AT5TE40840
AT5G29635	AT5TE40930
AT5G29646	AT5TE41980
AT5G29708	AT5TE41975
AT5G29720	NA
AT5G29762	AT5TE40960
AT5G29805	AT5TE40970
AT5G29890	NA
AT5G29975	AT5TE41070
AT5G30060	NA
AT5G30102	AT5TE41105
AT5G30123	AT5TE41110
AT5G30189	AT5TE41110
AT5G30207	AT5TE41875
AT5G30218	AT5TE41115
AT5G30247	NA
AT5G30269	NA
AT5G30276	AT5TE41135
AT5G30380	AT5TE41395
AT5G30390	NA
AT5G30400	NA
AT5G30406	AT5TE41150
AT5G30410	AT5TE41615
AT5G30428	NA
AT5G30440	NA
AT5G30450	AT5TE41795
AT5G30460	AT5TE41815
AT5G30470	AT5TE41870
AT5G30480	AT5TE41870
AT5G30532	AT5TE41990
AT5G30545	AT5TE42010
AT5G30584	NA
AT5G30628	NA
AT5G30648	NA
AT5G30673	AT5TE41265
AT5G30721	AT5TE41815
AT5G30762	AT5TE41265
AT5G30852	NA
AT5G30870	NA
AT5G30942	NA
AT5G31032	AT5TE41300
AT5G31087	AT5TE42015
AT5G31092	AT5TE41835
AT5G31122	AT5TE41315
AT5G31212	AT5TE41320
AT5G31302	AT5TE41325
AT5G31314	NA
AT5G31355	AT5TE41615
AT5G31496	AT5TE41615
AT5G31511	AT5TE41795
AT5G31536	AT5TE41845
AT5G31572	AT5TE41345
AT5G31637	AT5TE41625
AT5G31651	AT5TE42020
AT5G31662	AT5TE41355
AT5G31668	AT5TE42025
AT5G31685	NA
AT5G31702	NA
AT5G31719	AT5TE42135
AT5G31736	AT5TE42135
AT5G31752	AT5TE41355
AT5G31753	NA
AT5G31758	AT5TE41855
AT5G31770	AT5TE42155
AT5G31778	NA
AT5G31787	AT5TE42190
AT5G31804	AT5TE42190
AT5G31807	NA
AT5G31821	NA
AT5G31838	NA
AT5G31842	NA
AT5G31845	AT5TE41455
AT5G31855	AT5TE42265
AT5G31873	AT5TE42270
AT5G31884	NA
AT5G31891	AT5TE42265
AT5G31905	AT5TE41610
AT5G31919	NA
AT5G31923	AT5TE41460
AT5G31927	AT5TE42330
AT5G31932	NA
AT5G31945	AT5TE42335
AT5G31962	NA
AT5G31963	AT5TE42355
AT5G31980	AT5TE41865
AT5G31981	AT5TE42355
AT5G31989	NA
AT5G31999	AT5TE42365
AT5G32002	NA
AT5G32022	NA
AT5G32035	AT5TE42420
AT5G32037	AT5TE41395
AT5G32042	NA
AT5G32053	AT5TE42420
AT5G32060	NA
AT5G32070	AT5TE41395
AT5G32071	AT5TE42420
AT5G32082	NA
AT5G32089	AT5TE42420
AT5G32103	NA
AT5G32107	AT5TE42440
AT5G32112	AT5TE41395
AT5G32122	AT5TE41545
AT5G32125	AT5TE42440
AT5G32136	AT5TE41420
AT5G32143	AT5TE42440
AT5G32161	AT5TE42470
AT5G32162	NA
AT5G32169	AT5TE41425
AT5G32179	AT5TE42470
AT5G32197	AT5TE42470
AT5G32215	AT5TE42470
AT5G32228	AT5TE42470
AT5G32241	AT5TE42660
AT5G32254	AT5TE42665
AT5G32267	AT5TE42680
AT5G32280	AT5TE42680
AT5G32293	AT5TE42710
AT5G32306	AT5TE42710
AT5G32312	AT5TE42710
AT5G32345	NA
AT5G32358	AT5TE42865
AT5G32386	AT5TE42880
AT5G32400	AT5TE42900
AT5G32402	AT5TE42900
AT5G32404	AT5TE42900
AT5G32405	AT5TE42900
AT5G32406	AT5TE42910
AT5G32408	AT5TE42925
AT5G32410	AT5TE42940
AT5G32420	AT5TE42965
AT5G32423	AT5TE42965
AT5G32426	AT5TE42975
AT5G32430	AT5TE42975
AT5G32431	AT5TE42985
AT5G32433	AT5TE43045
AT5G32434	AT5TE43060
AT5G32436	AT5TE43075
AT5G32473	AT5TE43190
AT5G32475	AT5TE43190
AT5G32481	NA
AT5G32482	AT5TE43215
AT5G32483	AT5TE43190
AT5G32484	AT5TE43215
AT5G32485	AT5TE43205
AT5G32486	AT5TE43235
AT5G32487	NA
AT5G32488	AT5TE43240
AT5G32489	AT5TE43240
AT5G32490	AT5TE43255
AT5G32495	AT5TE43255
AT5G32505	AT5TE43255
AT5G32510	AT5TE43260
AT5G32511	AT5TE43260
AT5G32512	AT5TE43260
AT5G32513	AT5TE43275
AT5G32514	AT5TE43300
AT5G32515	AT5TE43260
AT5G32516	AT5TE43315
AT5G32517	AT5TE43260
AT5G32518	AT5TE43345
AT5G32519	AT5TE43270
AT5G32520	AT5TE43360
AT5G32521	AT5TE43325
AT5G32525	AT5TE43360
AT5G32540	NA
AT5G32563	AT5TE43385
AT5G32566	AT5TE43385
AT5G32572	AT5TE43395
AT5G32576	AT5TE43400
AT5G32580	NA
AT5G32591	AT5TE43435
AT5G32592	AT5TE43450
AT5G32593	AT5TE43460
AT5G32594	NA
AT5G32595	AT5TE43450
AT5G32596	NA
AT5G32598	AT5TE43520
AT5G32600	AT5TE43520
AT5G32605	AT5TE43540
AT5G32610	NA
AT5G32616	NA
AT5G32620	AT5TE43580
AT5G32621	NA
AT5G32622	AT5TE43665
AT5G32623	AT5TE43625
AT5G32624	AT5TE43665
AT5G32625	AT5TE43640
AT5G32626	AT5TE43670
AT5G32627	NA
AT5G32628	AT5TE43680
AT5G32630	AT5TE43705
AT5G32654	AT5TE43730
AT5G32678	AT5TE43765
AT5G32702	NA
AT5G32726	AT5TE43815
AT5G32750	NA
AT5G32775	AT5TE43825
AT5G32800	NA
AT5G32825	AT5TE43855
AT5G32850	AT5TE43885
AT5G32875	AT5TE43905
AT5G32900	NA
AT5G32925	AT5TE43940
AT5G32950	AT5TE43940
AT5G32975	AT5TE43950
AT5G33000	AT5TE43975
AT5G33025	AT5TE43975
AT5G33050	AT5TE43980
AT5G33075	NA
AT5G33100	AT5TE44055
AT5G33125	AT5TE44055
AT5G33150	AT5TE44070
AT5G33175	NA
AT5G33200	AT5TE44180
AT5G33202	AT5TE44185
AT5G33204	AT5TE44185
AT5G33207	NA
AT5G33220	AT5TE44200
AT5G33223	AT5TE44205
AT5G33226	AT5TE44225
AT5G33230	AT5TE44235
AT5G33232	AT5TE44235
AT5G33234	NA
AT5G33237	AT5TE44255
AT5G33240	NA
AT5G33250	NA
AT5G33252	AT5TE44310
AT5G33253	NA
AT5G33254	AT5TE44355
AT5G33255	AT5TE44355
AT5G33256	AT5TE44370
AT5G33257	AT5TE44370
AT5G33259	AT5TE44380
AT5G33260	NA
AT5G33270	AT5TE44415
AT5G33285	NA
AT5G33303	AT5TE44540
AT5G33306	NA
AT5G33315	AT5TE44570
AT5G33360	AT5TE44640
AT5G33365	AT5TE44645
AT5G33380	AT5TE44670
AT5G33381	NA
AT5G33382	AT5TE44715
AT5G33383	AT5TE44730
AT5G33384	AT5TE44740
AT5G33385	AT5TE44750
AT5G33386	NA
AT5G33387	AT5TE44770
AT5G33388	AT5TE44770
AT5G33389	AT5TE44770
AT5G33391	AT5TE44770
AT5G33392	NA
AT5G33395	NA
AT5G33398	NA
AT5G33402	AT5TE44880
AT5G33404	AT5TE44890
AT5G33410	AT5TE44935
AT5G33415	AT5TE44945
AT5G33420	AT5TE44960
AT5G33422	AT5TE45000
AT5G33424	AT5TE45005
AT5G33427	AT5TE45005
AT5G33428	AT5TE45010
AT5G33431	AT5TE45055
AT5G33432	NA
AT5G33433	NA
AT5G33434	NA
AT5G33438	AT5TE45080
AT5G33442	AT5TE45090
AT5G33533	AT5TE45090
AT5G33624	AT5TE45115
AT5G33715	AT5TE45165
AT5G33990	AT5TE45200
AT5G34082	AT5TE45205
AT5G34174	AT5TE45210
AT5G34266	AT5TE45215
AT5G34358	NA
AT5G34376	AT5TE45535
AT5G34394	AT5TE45540
AT5G34412	NA
AT5G34431	NA
AT5G34450	AT5TE45905
AT5G34460	AT5TE45920
AT5G34480	AT5TE45925
AT5G34500	AT5TE45920
AT5G34520	AT5TE45920
AT5G34540	AT5TE45920
AT5G34602	NA
AT5G34623	NA
AT5G34644	AT5TE46055
AT5G34665	NA
AT5G34686	AT5TE46090
AT5G34696	AT5TE46090
AT5G34707	AT5TE46100
AT5G34728	AT5TE46105
AT5G34749	AT5TE46110
AT5G34770	NA
AT5G34790	NA
AT5G34800	AT5TE46165
AT5G34810	AT5TE46175
AT5G34820	AT5TE46175
AT5G34825	AT5TE46175
AT5G34833	NA
AT5G34834	AT5TE46210
AT5G34835	AT5TE46215
AT5G34836	AT5TE46215
AT5G34837	AT5TE46220
AT5G34838	AT5TE46220
AT5G34839	NA
AT5G34840	AT5TE46425
AT5G34841	AT5TE46260
AT5G34842	AT5TE46280
AT5G34843	NA
AT5G34844	NA
AT5G34845	NA
AT5G34846	NA
AT5G34847	AT5TE46385
AT5G34849	AT5TE46515
AT5G34851	AT5TE46580
AT5G34853	AT5TE46635
AT5G34854	AT5TE46670
AT5G34855	AT5TE46685
AT5G34856	AT5TE46685
AT5G34857	AT5TE46725
AT5G34858	NA
AT5G34859	AT5TE46770
AT5G34860	AT5TE46880
AT5G34861	AT5TE46790
AT5G34862	AT5TE46800
AT5G34863	AT5TE46805
AT5G34864	AT5TE46840
AT5G34865	AT5TE46850
AT5G34866	AT5TE46855
AT5G34867	AT5TE46860
AT5G34868	AT5TE46865
AT5G34880	NA
AT5G34890	AT5TE46970
AT5G34895	AT5TE46970
AT5G34900	AT5TE46970
AT5G34920	AT5TE47010
AT5G34925	AT5TE47015
AT5G34950	AT5TE47085
AT5G34960	AT5TE47085
AT5G34965	AT5TE47100
AT5G34970	AT5TE47105
AT5G34980	AT5TE47115
AT5G34985	AT5TE47115
AT5G34990	AT5TE47120
AT5G35000	AT5TE47120
AT5G35010	AT5TE47120
AT5G35020	AT5TE47120
AT5G35021	AT5TE47120
AT5G35023	AT5TE47120
AT5G35025	AT5TE47130
AT5G35030	AT5TE47130
AT5G35035	AT5TE47130
AT5G35040	AT5TE47130
AT5G35045	AT5TE47130
AT5G35046	AT5TE47140
AT5G35048	NA
AT5G35052	NA
AT5G35057	AT5TE47200
AT5G35061	AT5TE47200
AT5G35065	AT5TE47205
AT5G35073	NA
AT5G35076	NA
AT5G35113	AT5TE47395
AT5G35116	AT5TE47400
AT5G35118	AT5TE47425
AT5G35130	NA
AT5G35140	NA
AT5G35142	NA
AT5G35145	AT5TE47500
AT5G35146	AT5TE47500
AT5G35148	AT5TE47505
AT5G35150	AT5TE47525
AT5G35205	AT5TE47750
AT5G35207	AT5TE47755
AT5G35240	AT5TE47880
AT5G35250	AT5TE47895
AT5G35260	AT5TE47895
AT5G35270	AT5TE47895
AT5G35280	AT5TE47895
AT5G35310	NA
AT5G35331	NA
AT5G35332	NA
AT5G35334	AT5TE48030
AT5G35336	NA
AT5G35337	AT5TE48075
AT5G35340	NA
AT5G35341	NA
AT5G35344	AT5TE48195
AT5G35348	AT5TE48195
AT5G35353	AT5TE48190
AT5G35354	AT5TE48205
AT5G35356	AT5TE48220
AT5G35413	NA
AT5G35416	AT5TE48550
AT5G35420	AT5TE48590
AT5G35425	AT5TE48605
AT5G35495	AT5TE48740
AT5G35535	NA
AT5G35555	AT5TE48930
AT5G35575	NA
AT5G35602	NA
AT5G35606	AT5TE49100
AT5G35607	NA
AT5G35608	AT5TE49130
AT5G35643	NA
AT5G35646	AT5TE49335
AT5G35650	AT5TE49335
AT5G35655	AT5TE49335
AT5G35657	AT5TE49335
AT5G35710	AT5TE49450
AT5G35720	NA
AT5G35725	AT5TE49495
AT5G35736	NA
AT5G35756	NA
AT5G35775	AT5TE49700
AT5G35777	AT5TE49725
AT5G35791	AT5TE49755
AT5G35792	AT5TE49755
AT5G35794	AT5TE49755
AT5G35798	AT5TE49765
AT5G35800	NA
AT5G35802	AT5TE49820
AT5G35805	AT5TE49845
AT5G35820	AT5TE49915
AT5G35860	AT5TE49980
AT5G35880	AT5TE49990
AT5G35912	AT5TE50045
AT5G35914	AT5TE50070
AT5G35918	NA
AT5G35923	AT5TE50145
AT5G35935	AT5TE50260
AT5G35965	AT5TE50380
AT5G36005	NA
AT5G36010	AT5TE50540
AT5G36015	AT5TE50550
AT5G36020	AT5TE50560
AT5G36030	AT5TE50565
AT5G36035	AT5TE50570
AT5G36040	AT5TE50560
AT5G36050	AT5TE50560
AT5G36060	AT5TE50560
AT5G36070	NA
AT5G36075	AT5TE50620
AT5G36090	AT5TE50700
AT5G36125	AT5TE50775
AT5G36223	NA
AT5G36226	AT5TE51000
AT5G36275	NA
AT5G36293	AT5TE51170
AT5G36296	AT5TE51200
AT5G36650	AT5TE51685
AT5G36655	AT5TE51685
AT5G36660	NA
AT5G36685	AT5TE51845
AT5G36732	AT5TE51970
AT5G36734	AT5TE51970
AT5G36736	AT5TE51970
AT5G36737	NA
AT5G36775	AT5TE52075
AT5G36825	AT5TE52200
AT5G36830	AT5TE52200
AT5G36840	AT5TE52200
AT5G36850	AT5TE52200
AT5G36860	AT5TE52200
AT5G36905	AT5TE52345
AT5G36935	NA
AT5G36937	AT5TE52425
AT5G36990	AT5TE52585
AT5G37080	AT5TE52795
AT5G37090	AT5TE52795
AT5G37100	AT5TE52795
AT5G37110	AT5TE52795
AT5G37120	AT5TE52840
AT5G37125	NA
AT5G37145	NA
AT5G37175	AT5TE53035
AT5G37330	AT5TE53310
AT5G37381	NA
AT5G37383	AT5TE53465
AT5G37385	AT5TE53465
AT5G37390	AT5TE53465
AT5G37442	NA
AT5G37476	NA
AT5G37665	NA
AT5G37872	AT5TE54495
AT5G37875	NA
AT5G37880	AT5TE54525
AT5G38035	AT5TE54905
AT5G38037	AT5TE54925
AT5G38192	NA
AT5G38230	NA
AT5G38285	NA
AT5G38365	AT5TE55490
AT5G38383	AT5TE55555
AT5G38437	AT5TE55665
AT5G38595	AT5TE55925
AT5G38705	AT5TE56030
AT5G38870	NA
AT5G38975	AT5TE56410
AT5G39060	AT5TE56560
AT5G39070	AT5TE56570
AT5G39095	AT5TE56585
AT5G39155	AT5TE56645
AT5G39185	AT5TE56665
AT5G39205	AT5TE56710
AT5G39245	AT5TE56780
AT5G39533	AT5TE57150
AT5G39862	AT5TE57635
AT5G39955	NA
AT5G40110	AT5TE57960
AT5G40605	NA
AT5G41505	NA
AT5G41710	AT5TE60210
AT5G41755	NA
AT5G41835	NA
AT5G42505	NA
AT5G42645	AT5TE61735
AT5G43015	NA
AT5G43035	NA
AT5G43065	NA
AT5G43105	AT5TE62545
AT5G43405	AT5TE62965
AT5G43415	NA
AT5G43800	AT5TE63610
AT5G44255	AT5TE64385
AT5G44313	AT5TE64455
AT5G44415	AT5TE64600
AT5G44416	AT5TE64600
AT5G44875	AT5TE65330
AT5G44880	AT5TE65330
AT5G44890	AT5TE65330
AT5G44925	AT5TE65370
AT5G45082	AT5TE65540
AT5G45085	AT5TE65540
AT5G45116	AT5TE65640
AT5G45576	AT5TE66500
AT5G45595	AT5TE66550
AT5G45605	AT5TE66565
AT5G46120	AT5TE67330
AT5G46195	NA
AT5G46645	NA
AT5G46665	AT5TE68140
AT5G46875	AT5TE68445
AT5G47225	AT5TE68990
AT5G47445	AT5TE69245
AT5G47815	AT5TE69650
AT5G48965	AT5TE71450
AT5G49080	NA
AT5G49090	AT5TE71600
AT5G49465	AT5TE72235
AT5G49743	AT5TE72770
AT5G49746	NA
AT5G49790	AT5TE72870
AT5G50315	NA
AT5G50715	AT5TE74320
AT5G51320	AT5TE75120
AT5G52055	NA
AT5G52065	AT5TE76190
AT5G53135	AT5TE77610
AT5G53775	NA
AT5G53815	AT5TE78710
AT5G54203	AT5TE79225
AT5G55875	AT5TE81385
AT5G55896	AT5TE81425
AT5G56367	NA
AT5G56605	AT5TE82430
AT5G56747	AT5TE82585
AT5G56830	AT5TE82660
AT5G57126	AT5TE83215
AT5G59620	NA
AT5G59640	NA
AT5G64685	NA
AT5G65676	AT5TE94555
